#!,Workbook:,Custom,Custom
#!,To play this data back: Open the original Excel workbook file then click the *Import Data File* button in the *Data Streamer* ribbon and navigate to this file.
#!,For more information visit http://aka.ms/hackingstem/
28.20,100336,
28.20,100335,
28.20,100338,
28.20,100341,
28.20,100336,
28.20,100335,
28.20,100336,
28.20,100342,
28.20,100334,
28.20,100336,
28.20,100332,
28.20,100336,
28.20,100335,
28.20,100342,
28.20,100335,
28.20,100330,
28.20,100341,
28.20,100337,
28.20,100344,
28.20,100338,
28.20,100339,
28.20,100333,
28.20,100340,
28.20,100335,
28.20,100343,
28.20,100337,
28.20,100335,
28.20,100342,
28.20,100340,
28.20,100342,
28.20,100348,
28.20,100346,
28.20,100345,
28.20,100341,
28.20,100343,
28.20,100345,
28.20,100344,
28.20,100341,
28.20,100346,
28.20,100343,
28.20,100343,
28.20,100342,
28.20,100344,
28.20,100340,
28.20,100340,
28.20,100343,
28.20,100342,
28.20,100335,
28.30,100344,
28.20,100339,
28.20,100339,
28.20,100341,
28.20,100346,
28.20,100345,
28.20,100343,
28.20,100344,
28.20,100344,
28.20,100345,
28.20,100338,
28.20,100343,
28.20,100351,
28.20,100345,
28.20,100341,
28.20,100344,
28.20,100340,
28.30,100343,
28.20,100346,
28.30,100344,
28.20,100335,
28.20,100343,
28.20,100343,
28.20,100347,
28.20,100346,
28.20,100342,
28.20,100343,
28.20,100347,
28.20,100343,
28.30,100344,
28.20,100344,
28.20,100344,
28.20,100346,
28.20,100341,
28.20,100343,
28.20,100339,
28.30,100349,
28.20,100344,
28.20,100340,
28.20,100344,
28.20,100342,
28.30,100342,
28.20,100344,
28.20,100343,
28.30,100343,
28.20,100344,
28.20,100345,
28.20,100336,
28.30,100347,
28.20,100343,
28.30,100342,
28.30,100340,
28.30,100340,
28.20,100340,
28.20,100343,
28.20,100342,
28.30,100345,
28.20,100341,
28.20,100344,
28.30,100340,
28.30,100344,
28.30,100342,
28.20,100339,
28.30,100339,
28.30,100341,
28.30,100337,
28.30,100342,
28.30,100341,
28.20,100343,
28.20,100342,
28.30,100336,
28.20,100346,
28.20,100342,
28.30,100343,
28.20,100339,
28.30,100337,
28.30,100338,
28.30,100345,
28.30,100344,
28.20,100345,
28.30,100346,
28.20,100342,
28.20,100343,
28.30,100344,
28.30,100345,
28.30,100344,
28.30,100351,
28.30,100346,
28.20,100344,
28.30,100344,
28.30,100342,
28.20,100349,
28.20,100348,
28.30,100344,
28.20,100346,
28.20,100348,
28.30,100345,
28.30,100349,
28.30,100349,
28.30,100352,
28.30,100349,
28.20,100342,
28.30,100345,
28.30,100347,
28.20,100343,
28.30,100343,
28.30,100342,
28.30,100344,
28.30,100347,
28.30,100348,
28.30,100344,
28.30,100343,
28.30,100351,
28.30,100347,
28.20,100349,
28.30,100352,
28.30,100347,
28.30,100350,
28.30,100349,
28.30,100348,
28.30,100351,
28.30,100348,
28.30,100346,
28.30,100346,
28.30,100346,
28.30,100346,
28.30,100349,
28.30,100340,
28.30,100348,
28.30,100346,
28.30,100345,
28.30,100347,
28.30,100345,
28.30,100349,
28.30,100351,
28.30,100349,
28.30,100350,
28.30,100347,
28.30,100347,
28.30,100348,
28.30,100350,
28.30,100348,
28.30,100348,
28.30,100342,
28.30,100347,
28.30,100345,
28.30,100351,
28.30,100345,
28.30,100349,
28.30,100350,
28.30,100352,
28.30,100348,
28.30,100348,
28.30,100350,
28.30,100345,
28.30,100348,
28.30,100345,
28.30,100348,
28.30,100347,
28.30,100346,
28.30,100349,
28.30,100346,
28.30,100350,
28.30,100352,
28.30,100345,
28.30,100350,
28.30,100348,
28.30,100346,
28.30,100348,
28.30,100351,
28.30,100355,
28.30,100350,
28.30,100351,
28.30,100350,
28.30,100348,
28.30,100347,
28.30,100346,
28.30,100346,
28.30,100349,
28.30,100347,
28.30,100352,
28.30,100348,
28.30,100344,
28.30,100342,
28.30,100345,
28.30,100346,
28.30,100351,
28.30,100342,
28.30,100348,
28.30,100345,
28.30,100347,
28.30,100349,
28.30,100349,
28.30,100345,
28.30,100349,
28.30,100349,
28.30,100351,
28.30,100345,
28.30,100349,
28.30,100348,
28.30,100348,
28.30,100344,
28.30,99592,
28.30,93113,
28.20,87867,
28.10,83216,
27.90,78890,
27.70,74835,
27.60,70938,
27.40,67180,
27.30,63621,
27.20,60274,
27.10,57133,
27.10,54194,
27.00,51433,
27.00,48850,
27.00,46448,
27.00,44166,
27.00,42018,
27.00,40006,
27.00,38123,
27.00,36344,
27.10,34672,
27.10,33103,
27.10,31612,
27.10,30201,
27.20,28880,
27.20,27639,
27.20,26473,
27.30,25389,
27.30,24352,
27.30,23379,
27.40,22453,
27.40,21579,
27.40,20756,
27.50,19970,
27.50,19235,
27.50,18551,
27.50,17894,
27.60,17272,
27.60,16681,
27.60,16121,
27.60,15591,
27.70,15093,
27.70,14621,
27.70,14175,
27.70,13751,
27.70,13350,
27.70,12971,
27.80,12606,
27.80,12267,
27.80,11953,
27.80,11645,
27.80,11351,
27.90,11080,
27.90,10826,
27.90,10561,
27.90,10323,
27.90,10100,
27.90,9901,
27.90,9700,
27.90,9505,
28.00,9331,
28.00,9162,
28.00,9000,
28.00,8854,
28.00,8712,
28.00,8577,
28.00,8459,
28.00,8335,
28.00,8217,
28.00,8120,
28.10,8018,
28.10,7909,
28.10,7801,
28.10,7722,
28.10,7632,
28.10,7556,
28.10,7483,
28.10,7401,
28.10,7325,
28.10,7259,
28.10,7192,
28.10,7134,
28.20,7073,
28.20,6995,
28.20,6932,
28.20,6869,
28.20,6814,
28.20,6753,
28.20,6708,
28.20,6654,
28.20,6601,
28.20,6566,
28.20,6525,
28.20,6483,
28.20,6451,
28.20,6406,
28.20,6367,
28.20,6333,
6299,
28.30,6261,
28.30,6220,
28.30,6202,
28.30,6160,
28.30,6124,
28.30,6109,
28.30,6096,
28.30,6073,
28.30,6055,
28.30,6038,
28.30,6008,
28.30,5974,
28.30,5955,
28.30,5935,
28.30,5921,
28.30,5906,
28.30,5885,
28.30,5863,
28.30,5847,
28.30,5831,
28.30,5822,
28.30,5806,
28.30,5796,
28.40,5789,
28.30,5783,
28.40,5771,
28.40,5773,
28.30,5759,
28.40,5738,
28.40,5726,
28.40,5712,
28.40,5691,
28.40,5683,
28.40,5677,
28.40,5666,
28.40,5662,
28.40,5661,
28.40,5656,
28.40,5649,
28.40,5636,
28.40,5625,
28.40,5623,
28.40,5622,
28.40,5614,
28.40,5606,
28.40,5628,
28.40,5612,
28.40,5598,
28.40,5593,
28.40,5592,
28.40,5586,
28.40,5581,
28.40,5571,
28.40,5560,
28.50,5561,
28.50,5561,
28.40,5562,
28.50,5564,
28.50,5552,
28.50,5547,
28.50,5541,
28.50,5541,
28.50,5535,
28.50,5540,
28.50,5534,
28.50,5535,
28.50,5516,
28.50,5500,
28.50,5506,
28.50,5496,
28.50,5498,
28.50,5477,
28.50,5478,
28.50,5475,
28.50,5447,
28.50,5447,
28.50,5446,
28.50,5462,
28.50,5450,
28.50,5460,
28.50,5463,
28.50,5453,
28.50,5450,
28.50,5442,
28.50,5455,
28.50,5454,
28.50,5436,
28.50,5427,
28.50,5413,
28.50,5402,
28.50,5402,
28.50,5414,
28.50,5397,
28.50,5411,
28.50,5428,
28.50,5440,
28.50,5452,
28.50,5454,
28.50,5436,
28.60,5452,
28.50,5464,
28.50,5466,
28.60,5467,
28.60,5483,
28.50,5491,
28.60,5500,
28.60,5509,
28.60,5509,
28.60,5505,
28.60,5509,
28.60,5485,
28.60,5475,
28.60,5466,
28.60,5469,
28.60,5462,
28.60,5457,
28.60,5453,
28.60,5440,
28.60,5438,
28.60,5455,
28.60,5458,
28.60,5469,
28.60,5477,
28.60,5490,
28.60,5520,
28.60,5510,
28.60,5504,
28.60,5474,
28.60,5442,
28.60,5417,
28.60,5369,
28.60,5361,
28.60,5364,
28.60,5346,
28.60,5314,
28.60,5290,
28.60,5275,
28.60,5256,
28.60,5248,
28.60,5257,
28.60,5257,
28.60,5259,
28.60,5261,
28.60,5264,
28.60,5263,
28.60,5261,
28.60,5267,
28.60,5265,
28.60,5264,
28.60,5267,
28.60,5268,
28.60,5268,
28.60,5271,
28.60,5270,
28.60,5271,
28.60,5272,
28.60,5271,
28.70,5278,
28.60,5280,
28.70,5281,
28.60,5286,
28.70,5279,
28.70,5283,
28.70,5280,
28.70,5282,
28.70,5285,
28.70,5289,
28.70,5287,
28.70,5291,
28.70,5289,
28.40,34671,
28.40,35798,
28.30,36833,
28.30,38528,
28.30,39934,
28.40,41146,
28.30,42517,
28.40,44076,
